product_id,product_name,product_price,average_weight_kg,product_category,customer_id,customer_name,product_count,total_amount,historical_amount,customer_start_date,last_transaction_date,transaction_id,transaction_amount,transaction_time
67243,Shredded Cheese(350g),7,0.35,Dairy,999944,Cory Simpson,3,21,21,8/12/2023,5/6/2024,77f0e9ac-9153-42a8-a29d-472acbc57fff,21,5/6/2024 20:09
67243,Shredded Cheese(350g),7,0.35,Dairy,586669,Micheal Case,3,21,21,7/21/2022,7/1/2024,3352fffb-b577-46fa-8eff-859230455c61,21,7/1/2024 6:23
24766,Tortilla(10pck),7.5,0.5,Bakery,121533,John Castillo,1,7.5,36,2/15/2023,11/3/2024,4bc37b60-4bcc-4808-a3cb-97f8857f3646,7.5,9/14/2024 8:46
38402,Onions(5pck),4,0.85,Vegetables,954422,Jeffrey Jordan,1,4,4,2/22/2021,5/21/2024,c4efc048-e5d8-46a9-b9c4-2721ac39dddd,4,5/21/2024 0:37
48443,Tortilla(6pck),5,0.3,Bakery,851488,Neeraj Nagula,4,20,20,6/25/2021,8/13/2024,35764b7b-5450-4010-850e-a4126c14e4ce,20,8/13/2024 19:05
54229,Brown Bread,5,0.5,Bakery,870229,Elizabeth Brown,4,20,20,12/27/2022,10/12/2024,4753d29c-b3ab-4c28-befd-1cd70cef3b43,20,10/12/2024 15:11
40442,Pork,17,1,Meat,208839,Selvin Furtado,1,17,12,3/7/2020,10/26/2024,0f462d63-93c7-41c3-ad6c-5d1a09efd64f,17,10/26/2024 7:34
11561,Mushrooms(350g),3.75,0.35,Vegetables,630214,Richard Barnes,1,3.75,3.75,4/16/2020,11/16/2024,41635db1-4dd4-4bdf-bb1a-15d20a171dc5,3.75,11/16/2024 18:28
11561,Mushrooms(350g),3.75,0.35,Vegetables,413186,Alison Williams,1,3.75,4.5,12/3/2019,5/21/2024,4b1bc6f7-5570-4f9c-98ba-5c7d552b3fb6,3.75,5/21/2024 21:56
54229,Brown Bread,5,0.5,Bakery,529181,Xinyue Wang,4,20,20,11/17/2021,5/17/2024,2bc9b9f7-ffce-46a8-b483-3276cf1e4bbd,20,5/17/2024 23:45
24244,Chicken,16,1,Meat,197461,Kim Scott,4,64,4.5,12/1/2020,11/21/2024,9df8c37c-da96-425b-abc9-d11e98a6a1c4,64,6/6/2024 0:11
24766,Tortilla(10pck),7.5,0.5,Bakery,413186,Alison Williams,1,7.5,3.75,12/3/2019,5/21/2024,ed587b08-405a-4b0d-b1af-cae577009140,7.5,4/27/2024 18:53
41033,Strawberry Jam,4.75,0.35,Snacks,197461,Kim Scott,2,9.5,64,12/1/2020,11/21/2024,cb76ae79-13bd-4c35-a677-08cc14fb27d8,9.5,8/5/2024 8:59
95501,Eggs(1dozen),7.5,0.6,Dairy,391263,Sandra Gibson,2,15,15,12/23/2019,6/1/2024,166dfe5b-c7f7-41c8-af75-6bc79dd8b16a,15,6/1/2024 9:41
60571,Tomato Ketchup,5.5,0.75,Sauce,809251,Eric Patterson,3,16.5,16.5,9/17/2023,7/31/2024,85860e4f-77c2-41d5-9c91-1501de3663bd,16.5,7/31/2024 8:03
11013,Cookies,4.25,0.35,Snacks,197461,Kim Scott,4,17,9.5,12/1/2020,11/21/2024,27dbda9f-30d2-4978-8270-a0e99adb8ed4,17,2/25/2024 8:11
55644,Beef,18,1,Meat,355050,Muskan Sekhri,2,36,36,9/15/2021,5/20/2024,f1bbb7fb-540f-445f-a3fd-dcd4f9530835,36,5/20/2024 16:37
53022,Rice(4kg),11,4,Grains,954422,Jeffrey Jordan,2,22,4,2/22/2021,10/8/2024,71291261-61f4-45f2-ab64-28a41fe451e6,22,10/8/2024 20:44
41033,Strawberry Jam,4.75,0.35,Snacks,754181,James Saunders,2,9.5,9.5,4/6/2023,9/10/2024,fdeb7179-2809-4b2a-bd03-e10948460e22,9.5,9/10/2024 20:05
48443,Tortilla(6pck),5,0.3,Bakery,197461,Kim Scott,4,20,17,12/1/2020,11/21/2024,fd6b4275-2873-422c-a9e1-84be47e4496e,20,3/11/2024 9:50
98168,Butter(550g),6,0.55,Dairy,355050,Muskan Sekhri,3,18,36,9/15/2021,5/20/2024,ae5abdd3-534a-48e1-928f-dda8f81505fd,18,4/20/2024 22:40
67542,Biscuits,4.5,0.35,Snacks,754181,James Saunders,4,18,9.5,4/6/2023,9/18/2024,c3e91373-8730-4d3d-95b9-84aefb7d0d76,18,9/18/2024 9:21
98168,Butter(550g),6,0.55,Dairy,703094,Leslie Pitts,3,18,12,3/15/2021,9/20/2024,d0ae6f50-debf-4372-a685-908047edc1e4,18,1/20/2024 0:18
64629,Peanut Butter,4.5,0.5,Dairy,803204,Michael Morales,1,4.5,4.5,12/13/2021,4/21/2024,e03b8860-a7e9-429e-a70d-7778f1118112,4.5,4/21/2024 6:46
24244,Chicken,16,1,Meat,632553,Michael Romero,4,64,64,5/21/2021,2/2/2024,cd207d99-9da9-4f21-a0ec-2be83c42415d,64,2/2/2024 3:08
10873,Mayonnaise,6,0.5,Sauce,754181,James Saunders,1,6,18,4/6/2023,10/10/2024,d991a30c-ff2b-44e9-874f-7ca3d526ed13,6,10/10/2024 17:18
55786,Mushrooms(500g),5.25,0.5,Vegetables,197461,Kim Scott,3,15.75,20,12/1/2020,11/21/2024,58831b08-31d6-4c40-ac43-0f6a7d59f4c1,15.75,5/22/2024 8:03
95501,Eggs(1dozen),7.5,0.6,Dairy,586669,Micheal Case,2,15,21,7/21/2022,8/15/2024,3c27326a-dd27-46e2-a64b-a6764ce22512,15,8/15/2024 18:39
98726,Butter(350g),4.75,0.35,Dairy,359816,Kylie Davis,3,14.25,20,5/28/2023,6/7/2024,becd3e1f-720e-4b77-bcdd-812abbf35b8b,14.25,6/7/2024 20:40
64629,Peanut Butter,4.5,0.5,Dairy,809251,Eric Patterson,1,4.5,16.5,9/17/2023,11/8/2024,ee9804a9-429d-447b-ac60-11b1656d94d4,4.5,11/8/2024 17:42
10873,Mayonnaise,6,0.5,Sauce,770025,Matthew Gordon,1,6,17,7/19/2020,11/8/2024,ff71a4b7-706c-4666-9ae7-e1d9c5320d3d,6,8/5/2024 8:59
55644,Beef,18,1,Meat,972886,Delina Ivanova,2,36,9,10/11/2021,10/3/2024,f5fddef9-c0ed-4e02-81f5-304d19bb3e5c,36,10/3/2024 15:38
38402,Onions(5pck),4,0.85,Vegetables,586669,Micheal Case,1,4,15,7/21/2022,8/15/2024,5dec7357-6f9f-40fb-8575-a164b8e3753f,4,2/12/2024 4:24
64629,Peanut Butter,4.5,0.5,Dairy,999944,Cory Simpson,1,4.5,21,8/12/2023,5/6/2024,86506e79-b7e2-4640-9011-a9f168df47d8,4.5,1/21/2024 23:55
44817,White Bread,4,0.5,Bakery,703094,Leslie Pitts,3,12,18,3/15/2021,9/20/2024,3badfdcf-f824-425a-a211-638d9709ae98,12,9/3/2024 20:43
98168,Butter(550g),6,0.55,Dairy,809251,Eric Patterson,3,18,4.5,9/17/2023,11/8/2024,d90638df-c2a2-4388-9a93-55df570b89fc,18,3/4/2024 14:57
24244,Chicken,16,1,Meat,972886,Delina Ivanova,4,64,36,10/11/2021,10/7/2024,7477e844-153e-4133-b8a0-1eb833f5b2ff,64,10/7/2024 4:47
79206,Eggs(1.5dozen),11.25,0.9,Dairy,197461,Kim Scott,3,33.75,15.75,12/1/2020,11/21/2024,8a5d694f-d1f9-4d6b-a595-fdfaf849ad37,33.75,2/14/2024 4:26
55786,Mushrooms(500g),5.25,0.5,Vegetables,178094,Beth King,3,15.75,15.75,12/5/2020,11/12/2024,d9515b3f-b7d8-4e07-aff2-5f2506292b0e,15.75,11/12/2024 9:58
72729,Cheese(14pckts),6.5,0.35,Dairy,391263,Sandra Gibson,3,19.5,15,12/23/2019,6/1/2024,da31c7c7-1b03-40ac-8176-d179b9c9f070,19.5,4/3/2024 2:29
48443,Tortilla(6pck),5,0.3,Bakery,754181,James Saunders,4,20,6,4/6/2023,10/10/2024,61735d6e-8e9c-4d4c-a069-d0014167d4bd,20,2/17/2024 11:18
24244,Chicken,16,1,Meat,972886,Delina Ivanova,4,64,64,10/11/2021,10/27/2024,aae1a47d-43a0-4053-b3c4-101caab3ee24,64,10/27/2024 6:19
10873,Mayonnaise,6,0.5,Sauce,586669,Micheal Case,1,6,4,7/21/2022,11/26/2024,f5332db5-f54e-4a17-bd1f-4a9a2036c5f9,6,11/26/2024 22:29
55139,Bananas(6pck),4.5,0.95,Fruits,359816,Kylie Davis,3,13.5,14.25,5/28/2023,8/10/2024,82686c66-dc0e-4dfa-9001-c99e2aee4d80,13.5,8/10/2024 0:22
97856,Hot Sauce,4,0.35,Sauce,632553,Michael Romero,2,8,64,5/21/2021,3/30/2024,f8577bef-7d4f-4ffb-b245-78d52d00ff03,8,3/30/2024 10:00
97856,Hot Sauce,4,0.35,Sauce,803204,Michael Morales,2,8,4.5,12/13/2021,6/2/2024,d2ee6170-93bd-4398-9b15-74babaff2ff3,8,6/2/2024 11:27
24244,Chicken,16,1,Meat,693420,Abhinav Vig,4,64,64,5/26/2023,1/2/2024,ca44a9c7-3d8c-448e-8653-e85595b6528b,64,1/2/2024 7:56
40442,Pork,17,1,Meat,999944,Cory Simpson,1,17,4.5,8/12/2023,5/6/2024,ff52ef72-2c79-4bf9-88f2-53bc1b45faa2,17,4/6/2024 19:13
44817,White Bread,4,0.5,Bakery,693420,Abhinav Vig,3,12,64,5/26/2023,10/12/2024,95e694e3-cdfa-4598-af6b-8bf356cf3025,12,10/12/2024 21:36
55139,Bananas(6pck),4.5,0.95,Fruits,870229,Elizabeth Brown,3,13.5,20,12/27/2022,10/12/2024,309668af-a592-4d88-8e75-37843e3dd991,13.5,1/21/2024 6:13
44817,White Bread,4,0.5,Bakery,208839,Selvin Furtado,3,12,17,3/7/2020,10/26/2024,0957f45e-a667-4ac8-ada8-74792f0e20ea,12,7/28/2024 19:27
11561,Mushrooms(350g),3.75,0.35,Vegetables,870229,Elizabeth Brown,1,3.75,13.5,12/27/2022,10/12/2024,7499388e-8cf9-49a9-9dec-dbf9407f28dc,3.75,4/27/2024 10:46
48443,Tortilla(6pck),5,0.3,Bakery,355050,Muskan Sekhri,4,20,18,9/15/2021,5/28/2024,8c0ea1bd-de13-461c-bcc4-58c26c1a5b09,20,5/28/2024 20:27
72729,Cheese(14pckts),6.5,0.35,Dairy,803204,Michael Morales,3,19.5,8,12/13/2021,9/26/2024,cd9b409c-c12e-4e76-bea8-c7e6124e98cf,19.5,9/26/2024 9:23
11013,Cookies,4.25,0.35,Snacks,954422,Jeffrey Jordan,4,17,22,2/22/2021,10/8/2024,57131101-c422-4cdc-8d85-40547558cfdf,17,6/7/2024 5:16
98726,Butter(350g),4.75,0.35,Dairy,754181,James Saunders,3,14.25,20,4/6/2023,11/26/2024,59de6f32-855d-41b6-8f41-0c2c41066c6e,14.25,11/26/2024 4:47
98726,Butter(350g),4.75,0.35,Dairy,359816,Kylie Davis,3,14.25,13.5,5/28/2023,8/10/2024,a7184d4d-4e49-44c3-97b3-af0c23c400ba,14.25,4/28/2024 19:50
98168,Butter(550g),6,0.55,Dairy,197461,Kim Scott,3,18,33.75,12/1/2020,11/21/2024,313166ab-bf35-44cb-b7bd-074ce30f070a,18,9/21/2024 17:17
98726,Butter(350g),4.75,0.35,Dairy,630214,Richard Barnes,3,14.25,3.75,4/16/2020,11/16/2024,fc6390ef-147d-436d-8294-3296ea5ffa22,14.25,4/3/2024 17:40
11013,Cookies,4.25,0.35,Snacks,972886,Delina Ivanova,4,17,64,10/11/2021,10/27/2024,597a0931-88e6-4c76-9ead-c5f043400ca9,17,8/2/2024 22:39
72729,Cheese(14pckts),6.5,0.35,Dairy,693420,Abhinav Vig,3,19.5,12,5/26/2023,10/12/2024,da052bac-c5fe-4b8d-95bb-fd46ff847b5e,19.5,9/22/2024 6:47
48443,Tortilla(6pck),5,0.3,Bakery,693420,Abhinav Vig,4,20,19.5,5/26/2023,10/12/2024,62d989cc-9d33-4a12-9cc9-2147475be35d,20,1/10/2024 8:00
48443,Tortilla(6pck),5,0.3,Bakery,851488,Neeraj Nagula,4,20,20,6/25/2021,8/13/2024,16aa1000-d384-4a74-bb20-c4970c7576d0,20,1/4/2024 20:34
55644,Beef,18,1,Meat,803204,Michael Morales,2,36,19.5,12/13/2021,9/26/2024,8437debc-d14c-4fd6-81d5-508d87c7fb10,36,1/5/2024 3:04
97856,Hot Sauce,4,0.35,Sauce,972886,Delina Ivanova,2,8,17,10/11/2021,10/27/2024,92782bbf-5a6d-4ebd-b9ae-629375cb901c,8,7/24/2024 17:21
93344,Chocolates,5,0.25,Snacks,355050,Muskan Sekhri,1,5,20,9/15/2021,7/26/2024,718c95d4-f5eb-4f04-a073-d2ce35b4b1f1,5,7/26/2024 12:42
71494,Cupcakes(6pck),5.5,0.6,Snacks,586669,Micheal Case,3,16.5,6,7/21/2022,11/26/2024,bcda28e8-09fd-4c59-91af-9f5b03abaa3d,16.5,3/27/2024 7:26
67561,Apples(5pck),5,0.8,Fruits,851488,Neeraj Nagula,1,5,20,6/25/2021,11/22/2024,c9e3d244-bdd8-4353-bcbc-998ff3cbc3c3,5,11/22/2024 11:10
55644,Beef,18,1,Meat,803204,Michael Morales,2,36,36,12/13/2021,9/26/2024,1f0f5785-7735-495d-a033-fee5f6fb1e74,36,2/24/2024 12:40
97856,Hot Sauce,4,0.35,Sauce,870229,Elizabeth Brown,2,8,3.75,12/27/2022,10/12/2024,4a2eb64e-fd29-4193-b988-aa5c0e49fe9b,8,6/20/2024 10:51
18443,Pasta,4.5,0.5,Grains,529181,Xinyue Wang,1,4.5,20,11/17/2021,5/17/2024,c6eef31d-c0a0-4051-818d-1145da431c55,4.5,3/3/2024 12:16
18443,Pasta,4.5,0.5,Grains,809251,Eric Patterson,1,4.5,18,9/17/2023,11/8/2024,2928f60f-4aeb-48ec-90d1-10ef2af6383a,4.5,6/2/2024 20:53
53022,Rice(4kg),11,4,Grains,703094,Leslie Pitts,2,22,12,3/15/2021,11/3/2024,64fab53d-f178-47eb-b154-47d9a04940a1,22,11/3/2024 13:17
97856,Hot Sauce,4,0.35,Sauce,205863,Emily Bryant,2,8,8,5/31/2023,6/20/2024,0de00957-633a-451c-ad4a-58bc27587817,8,6/20/2024 17:50
55786,Mushrooms(500g),5.25,0.5,Vegetables,632553,Michael Romero,3,15.75,8,5/21/2021,4/30/2024,39189b7d-b5ac-407e-b8e6-2a6228710771,15.75,4/30/2024 12:39
97923,Cereal,4,0.5,Snacks,391263,Sandra Gibson,4,16,19.5,12/23/2019,6/1/2024,8fbc0013-c856-4a39-8bb9-6d88837a444c,16,3/25/2024 11:41
40442,Pork,17,1,Meat,703094,Leslie Pitts,1,17,22,3/15/2021,11/3/2024,55c45004-02d2-4c4d-b47d-d99811952874,17,3/20/2024 19:05
98726,Butter(350g),4.75,0.35,Dairy,197461,Kim Scott,3,14.25,18,12/1/2020,11/21/2024,e864aaca-1736-4841-841e-660bbfd208cd,14.25,6/1/2024 23:02
53022,Rice(4kg),11,4,Grains,205863,Emily Bryant,2,22,8,5/31/2023,6/20/2024,37d87b28-232a-4970-8369-9a80895db32b,22,3/18/2024 15:06
93344,Chocolates,5,0.25,Snacks,197461,Kim Scott,1,5,14.25,12/1/2020,11/21/2024,63fd15ef-3dd2-4508-a6e4-877b1dc48c8a,5,4/2/2024 0:47
55644,Beef,18,1,Meat,632553,Michael Romero,2,36,15.75,5/21/2021,8/9/2024,43add817-dddf-4758-be13-80fff340e693,36,8/9/2024 22:56
93344,Chocolates,5,0.25,Snacks,205863,Emily Bryant,1,5,22,5/31/2023,9/8/2024,da60cc5e-0e78-411d-aa39-2d999a262d2f,5,9/8/2024 4:32
38402,Onions(5pck),4,0.85,Vegetables,178094,Beth King,1,4,15.75,12/5/2020,11/12/2024,e172e1de-24ce-4bc1-88e8-6d2f324583b6,4,5/17/2024 15:28
44817,White Bread,4,0.5,Bakery,693420,Abhinav Vig,3,12,20,5/26/2023,10/12/2024,b3ab4ff3-dc33-41af-b539-a0f29005d0aa,12,7/8/2024 6:01
54229,Brown Bread,5,0.5,Bakery,851488,Neeraj Nagula,4,20,5,6/25/2021,11/22/2024,a525cf64-a76b-4790-9b5a-3e3ade33286f,20,10/28/2024 5:34
53022,Rice(4kg),11,4,Grains,803204,Michael Morales,2,22,36,12/13/2021,9/26/2024,ae2ba8f8-c485-4f1f-b2db-7fccf8c32547,22,9/20/2024 20:52
18443,Pasta,4.5,0.5,Grains,529181,Xinyue Wang,1,4.5,4.5,11/17/2021,7/13/2024,061f35ab-9474-46f9-8d0b-05b4d0e0151d,4.5,7/13/2024 22:51
97856,Hot Sauce,4,0.35,Sauce,972886,Delina Ivanova,2,8,8,10/11/2021,10/27/2024,f257b89b-1406-4f32-aea7-d7793dd21da6,8,6/21/2024 6:58
24766,Tortilla(10pck),7.5,0.5,Bakery,693420,Abhinav Vig,1,7.5,12,5/26/2023,11/23/2024,29ca2ec1-d306-45f4-9016-75f8ff82a324,7.5,11/23/2024 4:06
97856,Hot Sauce,4,0.35,Sauce,803204,Michael Morales,2,8,22,12/13/2021,9/26/2024,7f44e0b3-677f-47d9-856f-ddf5dbb32ffb,8,5/14/2024 18:01
10873,Mayonnaise,6,0.5,Sauce,703094,Leslie Pitts,1,6,17,3/15/2021,11/3/2024,cf63a341-bd44-4c1a-a483-8d1854b5f824,6,2/16/2024 9:23
44817,White Bread,4,0.5,Bakery,703094,Leslie Pitts,3,12,6,3/15/2021,11/3/2024,6230676d-632b-4809-9363-8ebeb4733d7a,12,6/30/2024 22:06
60571,Tomato Ketchup,5.5,0.75,Sauce,803204,Michael Morales,3,16.5,8,12/13/2021,9/26/2024,beacc5d6-abb2-4c31-ba1c-9deaedb10e34,16.5,1/11/2024 11:35
32815,Eggs(0.5dozen),4.5,0.3,Dairy,954422,Jeffrey Jordan,2,9,17,2/22/2021,10/8/2024,3c10344a-9afb-4cd9-9247-8d5cb7ecf4cf,9,8/11/2024 12:37
11013,Cookies,4.25,0.35,Snacks,870229,Elizabeth Brown,4,17,8,12/27/2022,10/12/2024,57c71114-b9a6-473b-8165-66e307766588,17,9/3/2024 7:07
97923,Cereal,4,0.5,Snacks,355050,Muskan Sekhri,4,16,5,9/15/2021,7/26/2024,d65dbd3f-ef7a-4f84-b2c9-d419753a7397,16,5/8/2024 6:45
64629,Peanut Butter,4.5,0.5,Dairy,693420,Abhinav Vig,1,4.5,7.5,5/26/2023,11/23/2024,257a84ce-d9c3-4fa6-8ceb-17a3f4beae20,4.5,6/1/2024 9:35
67243,Shredded Cheese(350g),7,0.35,Dairy,630214,Richard Barnes,3,21,14.25,4/16/2020,11/16/2024,4c011189-7fe9-46a7-ada1-4a18f084f07d,21,4/7/2024 14:30
55786,Mushrooms(500g),5.25,0.5,Vegetables,178094,Beth King,3,15.75,4,12/5/2020,11/12/2024,04593acb-7600-4795-a961-c5a445f019ca,15.75,9/16/2024 0:34
11561,Mushrooms(350g),3.75,0.35,Vegetables,851488,Neeraj Nagula,1,3.75,20,6/25/2021,11/22/2024,74ff5ff4-e605-4b53-bfe9-a76ca7c883b1,3.75,8/11/2024 15:11
18443,Pasta,4.5,0.5,Grains,754181,James Saunders,1,4.5,14.25,4/6/2023,11/26/2024,d51032f8-3abf-4209-84f3-382c225cd026,4.5,10/13/2024 5:03
79206,Eggs(1.5dozen),11.25,0.9,Dairy,870229,Elizabeth Brown,3,33.75,17,12/27/2022,10/12/2024,854be75d-7eeb-4fdb-b8cf-d0a759ab21bd,33.75,9/9/2024 19:17
10873,Mayonnaise,6,0.5,Sauce,693420,Abhinav Vig,1,6,4.5,5/26/2023,11/23/2024,b7746605-3af7-452d-84ed-748114d90941,6,5/31/2024 10:53
18443,Pasta,4.5,0.5,Grains,208839,Selvin Furtado,1,4.5,12,3/7/2020,10/26/2024,81e50167-466e-41be-aec7-c0a79415ec7a,4.5,6/26/2024 14:29
10873,Mayonnaise,6,0.5,Sauce,355050,Muskan Sekhri,1,6,16,9/15/2021,7/26/2024,4fd35fe0-dd4f-4446-95d6-28cf85c9fcce,6,4/9/2024 6:59
18443,Pasta,4.5,0.5,Grains,208839,Selvin Furtado,1,4.5,4.5,3/7/2020,10/26/2024,c23d707c-a7a8-41de-b9ea-850905df6aa3,4.5,4/10/2024 9:03
95501,Eggs(1dozen),7.5,0.6,Dairy,803204,Michael Morales,2,15,16.5,12/13/2021,9/26/2024,1ac56945-26f1-4277-b5ba-11f3e39b6d3d,15,1/25/2024 21:29
97856,Hot Sauce,4,0.35,Sauce,355050,Muskan Sekhri,2,8,6,9/15/2021,9/17/2024,5c4359d5-c81f-4995-8171-d23d218140e2,8,9/17/2024 14:31
98726,Butter(350g),4.75,0.35,Dairy,693420,Abhinav Vig,3,14.25,6,5/26/2023,11/23/2024,a852fa28-4904-4dfc-a642-929bc4b36799,14.25,5/25/2024 4:05
54229,Brown Bread,5,0.5,Bakery,121533,John Castillo,4,20,7.5,2/15/2023,11/3/2024,e75ba530-a60e-4ca4-8f9c-260a4e69ec87,20,7/8/2024 15:37
24766,Tortilla(10pck),7.5,0.5,Bakery,972886,Delina Ivanova,1,7.5,8,10/11/2021,11/8/2024,28e9121f-ad05-4a59-83cd-2362ea370ab1,7.5,11/8/2024 10:00
24766,Tortilla(10pck),7.5,0.5,Bakery,770025,Matthew Gordon,1,7.5,6,7/19/2020,11/8/2024,46cfbe1e-5382-4811-acfb-09116eb136f5,7.5,7/17/2024 19:26
38954,Mustard,4.5,0.35,Sauce,999944,Cory Simpson,3,13.5,17,8/12/2023,10/11/2024,1cc79f62-a7b9-4478-9e70-49e32de2ae72,13.5,10/11/2024 4:23
60571,Tomato Ketchup,5.5,0.75,Sauce,391263,Sandra Gibson,3,16.5,16,12/23/2019,6/1/2024,c2963f40-967f-4637-b300-b1a6200779db,16.5,4/20/2024 5:48
18443,Pasta,4.5,0.5,Grains,870229,Elizabeth Brown,1,4.5,33.75,12/27/2022,10/12/2024,0212ffe5-9b58-4abe-aa4c-66179d694bfb,4.5,4/16/2024 22:48
38954,Mustard,4.5,0.35,Sauce,999944,Cory Simpson,3,13.5,13.5,8/12/2023,10/11/2024,cd5dffec-12b5-4a8d-8d5d-79e3afd5d7d2,13.5,5/30/2024 6:22
55786,Mushrooms(500g),5.25,0.5,Vegetables,803204,Michael Morales,3,15.75,15,12/13/2021,10/24/2024,8d4a9def-7fb0-4aac-8f83-7345f369e7f5,15.75,10/24/2024 4:15
67561,Apples(5pck),5,0.8,Fruits,391263,Sandra Gibson,1,5,16.5,12/23/2019,6/1/2024,25edf1fe-55ee-4dde-8ec6-26d6b73e2b1b,5,4/16/2024 19:08
93344,Chocolates,5,0.25,Snacks,809251,Eric Patterson,1,5,4.5,9/17/2023,11/8/2024,87182eea-1e7b-4303-83a1-1457ac41555b,5,9/11/2024 18:51
32815,Eggs(0.5dozen),4.5,0.3,Dairy,208839,Selvin Furtado,2,9,4.5,3/7/2020,10/26/2024,2acfd728-e1fb-4310-9f0c-d2d590b7c7be,9,7/6/2024 10:14
95501,Eggs(1dozen),7.5,0.6,Dairy,954422,Jeffrey Jordan,2,15,9,2/22/2021,10/8/2024,d0981edf-0185-44ff-a1f8-6eab3572717f,15,9/30/2024 6:11
55786,Mushrooms(500g),5.25,0.5,Vegetables,809251,Eric Patterson,3,15.75,5,9/17/2023,11/8/2024,de4e1c0e-d66d-4376-9132-8d3ebb302a3a,15.75,8/2/2024 14:20
54229,Brown Bread,5,0.5,Bakery,359816,Kylie Davis,4,20,14.25,5/28/2023,8/10/2024,8b477cd6-976a-4437-bd11-010dbc9b5c0c,20,4/17/2024 18:10
67243,Shredded Cheese(350g),7,0.35,Dairy,391263,Sandra Gibson,3,21,5,12/23/2019,9/13/2024,39c8119b-9902-49bd-8e44-fcee9acb2a4c,21,9/13/2024 6:00
11561,Mushrooms(350g),3.75,0.35,Vegetables,809251,Eric Patterson,1,3.75,15.75,9/17/2023,11/8/2024,76a54d35-1e4c-43c5-baa8-bbfebfacbd00,3.75,7/15/2024 11:15
55644,Beef,18,1,Meat,754181,James Saunders,2,36,4.5,4/6/2023,11/26/2024,2608c354-cdcc-4bbe-a088-bd4f0bebdb75,36,1/15/2024 13:30
95501,Eggs(1dozen),7.5,0.6,Dairy,754181,James Saunders,2,15,36,4/6/2023,11/26/2024,04efe00e-bc66-44e1-95ef-f7f4ba7d380b,15,2/21/2024 20:06
32815,Eggs(0.5dozen),4.5,0.3,Dairy,197461,Kim Scott,2,9,5,12/1/2020,11/21/2024,adf1934f-a9b9-4482-a1b3-ffa72166b0c1,9,6/18/2024 3:46
38402,Onions(5pck),4,0.85,Vegetables,870229,Elizabeth Brown,1,4,4.5,12/27/2022,10/12/2024,b9680ea4-0a55-4be5-9aa6-b4892dde3423,4,5/27/2024 15:34
